name,brewery_type,address_1,city,state_province,postal_code,longitude,latitude,state,zip_code,brewery_id
Rushing Duck Brewing Co,micro,1 Battiato Ln,Chester,New York,10918-1283,-74.270801,41.362221,New York,10918,6072
Russian River Brewing Co,regional,725 4th St,Santa Rosa,California,95404-4407,-122.7116607,38.4418139,California,95404,6073
Russian River Brewing Co - Production,micro,1812 Ferdinand Ct,Santa Rosa,California,95404-5968,-122.7094385,38.4216577,California,95404,6074
Rustic Brew,brewpub,117 1st St NW,Hampton,Iowa,50441-1701,-93.20855984,42.74298149,Iowa,50441,6075
Rustic Leaf Brewing Company,micro,7200 Highland Rd,Waterford,Michigan,48327-1506,-83.4048664,42.659901,Michigan,48327,6076
Rustic Road Brewing Co,micro,5706 6th Ave,Kenosha,Wisconsin,53140-4104,-87.81848261,42.58399215,Wisconsin,53140,6077
Rusty Gold Brewing,micro,43 W Pike St,Canonsburg,Pennsylvania,15317,-80.18750486,40.25856457,Pennsylvania,15317,6080
Rusty Nickel Brewing Co.,brewpub,4350 Seneca St,Buffalo,New York,14224-3169,-78.851031,42.876243,New York,14224,6081
Rusty Truck Brewing Company,brewpub,4649 SW Highway 101,Lincoln City,Oregon,97367-1557,-124.0209913,44.93273319,Oregon,97367,6083
Ryan Brewing Company,micro,5312 Williams Dr,Roscoe,Illinois,61073,-89.01015782,42.4211214,Illinois,61073,6084
S & S Farm Brewery,micro,174 Middle Rd,Nassau,New York,12123,-73.57263982,42.49050535,New York,12123,6085
Sabbatical Brewing Co,brewpub,835 S 29th St,Manitowoc,Wisconsin,54220,-87.6838074,44.0912299,Wisconsin,54220,6087
Sackbut Brewing and Barrelwerks,micro,3153 E Huntington Blvd,Fresno,California,93702-3215,-119.7715206,36.73946658,California,93702,6088
Sackets Harbor Brewing Co,brewpub,212 W Main St,Sackets Harbor,New York,13685-3183,-76.12164821,43.94796085,New York,13685,6089
Sacrament Brewing,micro,1616 J st.,Sacramento,California,95814,-121.4849275,38.57794927,California,95814,6091
Sacrilege Brewing Project,brewpub,730 Main St,Half Moon Bay,California,94019-1925,-122.4299132,37.460938,California,94019,6094
Saddle Mountain Brewing Company,brewpub,15651 W Roosevelt St,Goodyear,Arizona,85338-9309,-112.3970112,33.4572737,Arizona,85338,6095
Sahm Brewing Company,micro,203 S Salina St,Syracuse,New York,13202,-76.15209318,43.04945059,New York,13202,6099
"Sailfish Brewing Company, llc",micro,130 N 2nd St,Fort Pierce,Florida,34950-4403,-80.32431828,27.44903854,Florida,34950,6100
Saint Archer Brewing Company,large,9550 Distribution Ave,San Diego,California,92121-2306,-117.163745,32.880445,California,92121,6101
Saint Arnold Brewing Co,regional,2000 Lyons Ave,Houston,Texas,77020-2028,-95.34846656,29.77112745,Texas,77020,6102
Saint Benjamin Brewing Co,micro,1710 N 5th St,Philadelphia,Pennsylvania,19122-2909,-75.1475016,39.9562965,Pennsylvania,19122,6103
Saint Boniface Craft Brewing Co,brewpub,1701 W Main St,Ephrata,Pennsylvania,17522-1106,-76.205629,40.200294,Pennsylvania,17522,6104
Saint Croix Beer Co. DBA Saint Croix Brewing Co.,contract,363 Webster St,Saint Paul,Minnesota,55102-3651,-93.12454994,44.93128073,Minnesota,55102,6105
Saint J Brewery,brewpub,2002 Memorial Dr,Saint Johnsbury,Vermont,05819-8991,-72.01506898,44.45918219,Vermont,05819,6107
Saint Patrick's Brewing Company,micro,2842 W Bowles Ave,Littleton,Colorado,80120-1843,-105.024584,39.6125875,Colorado,80120,6109
Saint Somewhere Brewing Co,micro,312 E Tarpon Ave,Tarpon Springs,Florida,34689-4320,-82.75335373,28.14615551,Florida,34689,6110
Saints Row Brewing,micro,1211 Taft St,Rockville,Maryland,20850-1344,-77.13401808,39.09361715,Maryland,20850,6111
Salem Ale Works,micro,2315 25th St SE,Salem,Oregon,97302-1145,-123.0103968,44.91998888,Oregon,97302,6113
Salem Beer Works,brewpub,278 Derby St,Salem,Massachusetts,01970-3635,-70.8898634,42.52079262,Massachusetts,01970,6114
Salmon River Brewery,brewpub,411 Railroad Ave,McCall,Idaho,83638-4132,-116.097682,44.911663,Idaho,83638,6116
Salt City Brewing,micro,514 N Main Street,Hutchinson,Kansas,67501,-97.93175306,38.05869143,Kansas,67501,6118
Salt Flats Brewery,micro,2020 W Industrial Cir,Salt Lake City,Utah,84104-4260,-111.9481568,40.7298237,Utah,84104,6120
Salt Lake Brewing Co/ Squatters Pub Brewery,micro,147 W Broadway,Salt Lake City,Utah,84101-1914,-111.895676,40.762524,Utah,84101,6121
Salt Marsh Brewing,brewpub,203 Bluffton Rd,Bluffton,South Carolina,29910-6213,-80.86048975,32.2372909,South Carolina,29910,6122
"Salt Point Brewing Co, LLC",brewpub,2075 East Shore Dr,Lansing,New York,14882,-76.50592053,42.53689005,New York,14882,6123
Salt Springs Brewery,brewpub,117 S Ann Arbor St,Saline,Michigan,48176-1320,-83.78105412,42.16646594,Michigan,48176,6124
Saltbox Brewery,brewpub,84 Commonwealth Ave,Concord,Massachusetts,01742-2904,-71.39468258,42.45690806,Massachusetts,01742,6125
SaltFire Brewing Co.,micro,2199 S West Temple,Salt Lake City,Utah,84115-2529,-111.8937514,40.7227984,Utah,84115,6126
Saltwater Brewery,micro,1701 W Atlantic Ave,Delray Beach,Florida,33444-1566,-80.0913747,26.4619509,Florida,33444,6128
Salty Nut Brewery,micro,2406 Clinton Ave W,Huntsville,Alabama,35805-3014,-86.5932014,34.7277523,Alabama,35805,6129
Sam Bond's Brewing Co,brewpub,540 E 8th Ave,Eugene,Oregon,97401-3344,-123.0843307,44.05093611,Oregon,97401,6132
San Fernando Brewing Co.,micro,425 Park Ave,San Fernando,California,91340-2525,-118.4322067,34.2828803,California,91340,6135
San Francisco Brewing Co,proprietor,3150 Polk St,San Francisco,California,94109,-122.4231232,37.80583356,California,94109,6136
San Juan Island Brewing Company,brewpub,410 A St,Friday Harbor,Washington,98250,-123.0150233,48.53276541,Washington,98250,6139
San Luis Valley Brewing Co,brewpub,631 Main St,Alamosa,Colorado,81101-2557,-105.8742898,37.4681813,Colorado,81101,6140
San Marcos Brewery and Grill,closed,1080 W San Marcos Blvd Ste 180,San Marcos,California,92078-4099,-117.190881,33.13459973,California,92078,6141
San Pedro Brewing Co,brewpub,331 W 6th St,San Pedro,California,90731-3317,-118.2842712,33.7386421,California,90731,6142
Sanctuary Brewing Company,micro,147 1st Ave E,Hendersonville,North Carolina,28792-5191,-82.45881412,35.31453259,North Carolina,28792,6143
Sanctuary Spirits,micro,902 E Saginaw Hwy,Grand Ledge,Michigan,48837-9419,-84.73453638,42.7407777,Michigan,48837,6144
Sanctum Alehouse,brewpub,2638 Main St Ste M,Chula Vista,California,91911,-117.0767872,32.59580926,California,91911,6145
Sanctum Brewing Co,closed,560 E Commercial St Ste 21,Pomona,California,91767-5649,-117.7405025,34.05970244,California,91767,6146
Sand City Brewing Co.,micro,60 Main St,Northport,New York,11768-1722,-73.3508587,40.8998983,New York,11768,6147
Sand Creek Brewing Co,micro,320 Pierce St,Black River Falls,Wisconsin,54615,-90.85115523,44.29279126,Wisconsin,54615,6148
Sand Mtn brewery,planning,,Section,Alabama,35771,-85.986644,34.5789747,Alabama,35771,6149
Sandude Brewing Co,micro,1401 Freitas Park,Turlock,California,95380-6254,-120.859873,37.479896,California,95380,6151
Sandy Springs Brewing Company,brewpub,232 N Market St,Minerva,Ohio,44657-1616,-81.10382014,40.72956679,Ohio,44657,6152
Sandy Valley Brewing Co,micro,3660 Linhorst Rd,Hillsboro,MIssouri,63050,-90.476661,38.30122,MIssouri,63050,6153
Sanford Brewing Company,brewpub,400 Sanford Ave,Sanford,Florida,32771-1971,-81.265044,28.808877,Florida,32771,6154
Santa Barbara Brewing Co,brewpub,501 State St,Santa Barbara,California,93101-1601,-119.7526684,34.4404959,California,93101,6156
Santa Clara Valley Brewing,micro,101 E Alma Ave,San Jose,California,95112-5944,-121.8738718,37.31635308,California,95112,6157
Santa Cruz Aleworks,closed,150 Dubois St Ste E,Santa Cruz,California,95060-2114,-122.0385924,36.98680136,California,95060,6158
Santa Cruz Mountain Brewing,brewpub,402 Ingalls St Ste 27,Santa Cruz,California,95060-5869,-122.0481007,36.95925318,California,95060,6159
Santa Fe Brewing Co,regional,35 Fire Place,Santa Fe,New Mexico,87508-4493,-106.0515883,35.59654205,New Mexico,87508,6160
Santa Maria Brewing Co,micro,7935 San Luis Ave,Atascadero,California,93422,-120.6576002,35.47776332,California,93422,6161
Santa Maria Brewing Co,brewpub,115 Cuyama Ln,Nipomo,California,93444,-120.4364431,34.99599466,California,93444,6162
Santa Maria Brewing Co,closed,1451 Fairway Dr,Santa Maria,California,93455-1404,-120.4628795,34.91399145,California,93455,6163
Santa Monica Brew Works,micro,1920 Colorado Ave Ste C,Santa Monica,California,90404-3414,-118.4765129,34.02565745,California,90404,6164
SanTan Brewing Co,regional,8 S San Marcos Pl,Chandler,Arizona,85225-7862,-111.8423459,33.3032436,Arizona,85225,6165
SanTan Brewing Co,planning,,Phoenix,Arizona,85014-2435,-112.0773456,33.4485866,Arizona,85014,6166
SanTan Brewing Co - Uptown Chandler,micro,495 E. Warner Rd.,Chandler,Arizona,85225,-111.8384052,33.3352048,Arizona,85225,6167
Sante Adairius Rustic Ales,micro,103 Kennedy Dr,Capitola,California,95010-3641,-121.9405748,36.9822865,California,95010,6168
Santiam Brewing Co,micro,2544 19th St SE,Salem,Oregon,97302-1501,-123.0209084,44.91644665,Oregon,97302,6169
Saranac Brewery / Matt Brewing Co,regional,811 Edward St,Utica,New York,13502-4001,-75.24414622,43.10355567,New York,13502,6172
Sarasota Brewing Co,brewpub,6607 Gateway Ave,Sarasota,Florida,34231-5805,-82.5163259,27.26007897,Florida,34231,6173
Sasquatch Brewery,micro,2531 NW 30th Ave,Portland,Oregon,97210-2015,-122.7125709,45.54008922,Oregon,97210,6174
Sasquatch Pub,brewpub,6440 SW Capitol Hwy.,Portland,Oregon,97239,-122.6988132,45.4776303,Oregon,97239,6175
Sato Brewpub,brewpub,110 Pearl St,Buffalo,New York,14202-4125,-78.87693971,42.88186146,New York,14202,6177
Satulah Mountain Brewing Co,micro,454 Carolina Way,Highlands,North Carolina,28741,-83.19553951,35.05400622,North Carolina,28741,6178
Sauced BBQ & Spirits,contract,2300 1st St Ste 120,Livermore,California,94550-3141,-121.7679156,37.68288154,California,94550,6179
Saucony Creek Brewing Company,micro,15032 Kutztown Rd,Kutztown,Pennsylvania,19530-9275,-75.79700353,40.50149993,Pennsylvania,19530,6180
Saucy Brew Works,brewpub,2885 Detroit Ave,Cleveland,Ohio,44113-2765,-81.7105691,41.4894793,Ohio,44113,6181
Saugatuck Brewing Co,micro,2948 Blue Star Hwy,Douglas,Michigan,49406-5195,-86.2120077,42.62989386,Michigan,49406,6182
Savagewood Brewing Company,micro,9879 Hibert St Ste F,San Diego,California,92131-1058,-117.1130008,32.91329511,California,92131,6183
Savannah River Brewing Company,micro,813 5th St,Augusta,Georgia,30901-2414,-81.96288082,33.46534536,Georgia,30901,6185
Sawmill Brewing Co,micro,1110 E 10th St,Merrill,Wisconsin,54452-1221,-89.6830878,45.18859223,Wisconsin,54452,6188
Sawmill Pizza and Brew Shed,brewpub,805 30th Ave,Clear Lake,Wisconsin,54005,-92.29614,45.252594,Wisconsin,54005,6189
Sawtooth Brewery,brewpub,110 N River St,Hailey,Idaho,83333-7027,-114.319764,43.522311,Idaho,83333,6190
Sawtooth Brewery - Ketchum Public House,brewpub,631 Warm Springs Rd,Ketchum,Idaho,83340,-114.366822,43.683736,Idaho,83340,6191
Scamp Brewing Co,micro,402 16th St NE Ste 107,Auburn,Washington,98002-1600,-122.224267,47.321914,Washington,98002,6194
Scantic River Brewery,micro,25 Mill Rd,Hampden,Massachusetts,01036-9624,-72.58331688,42.04303611,Massachusetts,01036,6195
Scarlet Lane Brewing Company LLC,micro,7724 Depot St,McCordsville,Indiana,46055-6173,-85.92438159,39.89477286,Indiana,46055,6196
Schilling Beer Co,brewpub,18 Mill St,Littleton,New Hampshire,03561-4000,-71.77281065,44.30592045,New Hampshire,03561,6198
SchillingBridge Winery & Microbrewery,brewpub,62193 710th Rd,Pawnee City,Nebraska,68420-3584,-96.163742,40.115124,Nebraska,68420,6199
"Schlafly Beer/The Saint Louis Brewery, LLC",regional,2100 Locust St,Saint Louis,Missouri,63103-1616,-90.20969425,38.63298865,Missouri,63103,6200
Schlafly Bottleworks Maplewood,regional,7260 Southwest Ave,Maplewood,Missouri,63143,-90.314774,38.613184,Missouri,63143,6202
Schnitz Brewery,brewpub,2031 Newton St,Jasper,Indiana,47546-1600,-86.937703,38.405985,Indiana,47546,6204
Scholb Premium Ales,micro,2964 Columbia St,Torrance,California,90503-3806,-118.339288,33.8431475,California,90503,6205
Schooner Exact Brewing Co,micro,3901 1st Ave S,Seattle,Washington,98134-2236,-122.3354879,47.5678008,Washington,98134,6206
Schram Vineyards Winery & Brewery,micro,8785 Airport Rd,Waconia,Minnesota,55387-9634,-93.74364727,44.84415744,Minnesota,55387,6207
Schubros Brewery,closed,12893 Alcosta Blvd Ste N,San Ramon,California,94583-1305,-121.9631014,37.7790836,California,94583,6208
Schulz Brau Brewing Company,micro,126 Bernard Ave,Knoxville,Tennessee,37917-7116,-83.9273236,35.97675726,Tennessee,37917,6209
Science,planning,,Phoenix,Arizona,85020-5620,-112.0773456,33.4485866,Arizona,85020,6210
Scorched Earth Brewing Co.,micro,203 Berg St,Algonquin,Illinois,60102-3537,-88.3039697,42.17091094,Illinois,60102,6214
Scottsdale Beer Company,brewpub,8608 E Shea Blvd,Scottsdale,Arizona,85260-6614,-111.8951852,33.5828595,Arizona,85260,6217
Scout Beer,micro,1516 SE 10th Ave,Portland,Oregon,97214-3585,-122.6555905,45.51201892,Oregon,97214,6219
Scrappy Punk Brewing,micro,9029A 112th Dr SE,Snohomish,Washington,98290-,-122.0801049,47.91365567,Washington,98290,6220
Scratchtown Brewing Company,micro,141 S 16th St,Ord,Nebraska,68862-1415,-98.92940309,41.60253006,Nebraska,68862,6222
Screech Owl Brewing,micro,2323 Ralph Livengood Rd,Bruceton Mills,West Virginia,26525-5889,-79.5659678,39.5887952,West Virginia,26525,6224
Scriptown Brewing Company,micro,3922 Farnam St Blackstone District,Omaha,Nebraska,68131-3014,-95.972931,41.257977,Nebraska,68131,6225
Scuttlebutt Brewing Co,micro,3314 Cedar St,Everett,Washington,98201-4518,-122.1943218,47.9736304,Washington,98201,6226
Sea Dog Brewing,micro,1 Main St,Camden,Maine,04843-1703,-69.064576,44.209809,Maine,04843,6227
Sea Dog Brewing Co,brewpub,1976 White Mountain Hwy #9,Conway,New Hampshire,03860,-71.1217669,44.0333227,New Hampshire,03860,6228
Sea Dog Brewing Co - Bangor,brewpub,26 Front St,Bangor,Maine,04401-6418,-68.770233,44.7966948,Maine,04401,6229
Sea Dog Brewing Co - S. Portland,brewpub,125 Western Ave,S Portland,Maine,04106-2413,-70.31903067,43.63519195,Maine,04106,6231
Seabright Brewery,brewpub,519 Seabright Ave Ste 107,Santa Cruz,California,95062-3482,-122.0083656,36.96771277,California,95062,6233
Seapine Brewing Company,micro,2959 Utah Ave S,Seattle,Washington,98134-1815,-122.3355003,47.5760786,Washington,98134,6235
Seaquake Brewing,brewpub,400 Front St,Crescent City,California,95531-4369,-124.200063,41.749045,California,95531,6236
Seaside Brewery,brewpub,851 Broadway St,Seaside,Oregon,97138-6823,-123.9223842,45.99299261,Oregon,97138,6237
Sebago Brewing Co,micro,616 Main St,Gorham,Maine,04038,-70.39706723,43.68956533,Maine,04038,6239
Secatogue Brewing Co.,micro,375 Union Blvd,West Islip,New York,11795-3114,-73.30289019,40.70717835,New York,11795,6240
Second Chance Beer Company,micro,15378 Ave of Science Ste 222,San Diego,California,92128-3451,-117.082033,32.994888,California,92128,6241
Second District Brewing Co.,brewpub,1939 S. Bancroft St.,Philadelphia,Pennsylvania,19145,-75.17297324,39.92679584,Pennsylvania,19145,6242
Second Line Brewing,micro,433 N Bernadotte St,New Orleans,Louisiana,70119-4311,-90.1056073,29.9825676,Louisiana,70119,6243
Second Profession Brewing Company,brewpub,5846 NE Sandy Blvd,Portland,Oregon,97213-3436,-122.498321,45.5499485,Oregon,97213,6244
Second Salem Brewing Company,brewpub,111 W Whitewater St,Whitewater,Wisconsin,53190-1935,-88.73175257,42.8327499,Wisconsin,53190,6245
Second Self Brewing,micro,1311 Logan Cir NW,Atlanta,Georgia,30318-2858,-84.43006194,33.8055922,Georgia,30318,6246
Second Son Brews,micro,12810 Road 38,Madera,California,93636-8671,-119.8580965,36.93416059,California,93636,6247
Second State Brewing Company,micro,203 State St,Cedar Falls,Iowa,50613-3360,-92.4442681,42.53674424,Iowa,50613,6248
Second Street Brewery,brewpub,1814 2nd St,Santa Fe,New Mexico,87505-3848,-105.9656754,35.66300492,New Mexico,87505,6249
Second Street Brewery - Rufina,brewpub,2920 Rufina St,Santa Fe,New Mexico,87507-2999,-105.9909993,35.65875738,New Mexico,87507,6250
Second Wind Brewing Company,micro,7 Howland St,Plymouth,Massachusetts,02360-3810,-70.6665478,41.9585551,Massachusetts,02360,6251
"Secret Trail Brewing Company, LLC",micro,132 Meyers St Ste 120,Chico,California,95928-8002,-121.817279,39.71460198,California,95928,6252
Sedona Beer Company,planning,,Sedona,Arizona,86336-4170,-111.7929891,34.8657757,Arizona,86336,6253
Seedstock Brewery,micro,3610 W Colfax Ave,Denver,Colorado,80204-1513,-105.0348519,39.74025203,Colorado,80204,6254
Seguin Brewing Company,micro,111 W Gonzales St,Seguin,Texas,78155-5630,-97.96528378,29.56957082,Texas,78155,6255
Seismic Brewing Co,micro,2932 Dutton Ave,Santa Rosa,California,95407-5711,-122.7236203,38.4042275,California,95407,6256
Selins Grove Brewing Co,brewpub,119 N Market St,Selinsgrove,Pennsylvania,17870-1905,-76.86152979,40.80056952,Pennsylvania,17870,6257
Selkirk Abbey Brewing,micro,6180 E Seltice Way Ste 102,Post Falls,Idaho,83854-5052,-116.8684085,47.70484371,Idaho,83854,6258
Seminar Brewing,brewpub,551 W Lucas St,Florence,South Carolina,29501-2817,-79.78837666,34.2209957,South Carolina,29501,6259
Seneca Lodge Craft Brewing At Seneca Lodge,brewpub,3600 Walnut Rd,Watkins Glen,New York,14891-0272,-76.873392,42.369461,New York,14891,6261
Sentinel Peak Brewing Company,brewpub,4746 E Grant Rd,Tucson,Arizona,85712-2703,-110.8552229,32.2505857,Arizona,85712,6263
Sequoia Brewing Co - Tower District,brewpub,777 E Olive Ave,Fresno,California,93728-3350,-119.8019622,36.75774408,California,93728,6265
Serda Brewing Company,micro,600 Government St,Mobile,Alabama,36602-1720,-88.04938713,30.6879563,Alabama,36602,6266
Service Brewing Company,micro,574 Indian St,Savannah,Georgia,31401-1121,-81.0982783,32.0839717,Georgia,31401,6268
Seven Brides Brewery,closed,990 North First Street,Silverton,Oregon,97381,-122.7845824,45.01410457,Oregon,97381,6270
Seven Bridges Grille and Brewery,brewpub,9735 Gate Pkwy N,Jacksonville,Florida,32246-8221,-81.55312193,30.26129582,Florida,32246,6271
Seven Stills,micro,100 Hooper St Ste. 4,San Francisco,California,94107,-122.3991969,37.76881492,California,94107,6274
Seven Stills,micro,3645 Lawton St,San Francisco,California,94112,-122.5022326,37.75694059,California,94112,6275
Seventh Son Brewing Co,micro,1101 N 4th St,Columbus,Ohio,43201-3683,-83.0019404,39.985351,Ohio,43201,6277
Severance Brewing Company,micro,701 N Phillips Ave,Sioux Falls,South Dakota,57104-1623,-96.72724272,43.5560742,South Dakota,57104,6278
Seward Brewing,brewpub,139 4th Ave,Seward,Alaska,99664,-149.440886,60.101258,Alaska,99664,6280
Shade Tree Brewing,micro,19305 Indian Summer Rd,Bend,Oregon,97702,-121.3588559,43.99269969,Oregon,97702,6282
Shades Brewery,micro,154 W Utopia Ave,Salt Lake City,Utah,84115-2507,-111.895566,40.7240264,Utah,84115,6284
Shadow Puppet Brewing Company,brewpub,4771 Arroyo Vis Ste B,Livermore,California,94551-4847,-121.7392687,37.69918669,California,94551,6285
Shady Oak Barrel House,micro,420 1st St,Santa Rosa,California,95401-6339,-122.7154726,38.43709396,California,95401,6287
"Shaidzon Beer Company, LLC",micro,141 Fairgrounds Rd.,West Kingston,Rhode Island,02892,-71.56763232,41.48127985,Rhode Island,02892,6288
Shakopee Brewhall,micro,124 1st Ave E,Shakopee,Minnesota,55379-1310,-93.5258437,44.7985452,Minnesota,55379,6289
Shale Brewing Co,micro,7253 Whipple Ave NW,North Canton,Ohio,44720,-81.422424,40.866706,Ohio,44720,6290
Shamrock Brewing Company,brewpub,108 W 3rd St,Pueblo,Colorado,81003-3225,-104.6078644,38.26965302,Colorado,81003,6291
"Shannon Brewing Company, LLC",micro,818 N Main St,Keller,Texas,76248-3801,-97.25396446,32.94797684,Texas,76248,6292
Shanty Irish Brewing Company/Rooney's Irish Pub,closed,241 S Broadway St,Santa Maria,California,93455-4657,-120.4359806,34.95220575,California,93455,6293
Shanty Shack Brewing,brewpub,138 Fern St,Santa Cruz,California,95060-2118,-122.030853,36.9859968,California,95060,6294
Shattuck Brewery,micro,52106 Hwy 8,Elk River,Idaho,83827,-116.191962,46.778848,Idaho,83827,6295
Shawnee Craft Brewery,brewpub,1 River Rd,Shawnee on Delaware,Pennsylvania,18356,-75.1107249,41.0118539,Pennsylvania,18356,6296
Shebeen Brewing Company,closed,1 Wolcott Rd,Wolcott,Connecticut,06716-2611,-73.000062,41.575855,Connecticut,06716,6297
Shelter Island Craft Brewery,brewpub,55 N Ferry Rd,Shelter Island,New York,11964,-72.33987616,41.0714822,New York,11964,6299
Shenandoah Valley Brewing Company,micro,19 Middlebrook Ave,Staunton,Virginia,24401-4259,-79.07377931,38.1472346,Virginia,24401,6300
Sherpa Brewery Pvt. Ltd.,contract,1708 W 17th Dr,Golden,Colorado,80401-2507,-105.1963424,39.7443713,Colorado,80401,6302
Sherwood Brewing Co,brewpub,45689 Hayes Rd,Shelby Township,Michigan,48315-6214,-82.97361414,42.63202014,Michigan,48315,6303
Shiny Top Brewing,micro,520 Central Ave,Fort Dodge,Iowa,50501-3810,-94.19057896,42.50474204,Iowa,50501,6304
Ship's Wheel Hard Cider,micro,1033 E Montague Ave,North Charleston,South Carolina,29405,-79.97517,32.88124,South Carolina,29405,6306
Shipwreck Brewing Company,brewpub,24409 Jefferson Ave,Saint Clair Shores,Michigan,48080-1318,-82.88877859,42.47122231,Michigan,48080,6307
Shipyard Brewing Co,regional,86 Newbury St,Portland,Maine,04101-4219,-70.24862314,43.6615851,Maine,04101,6310
Shire Breu Hous,brewpub,63 Flansburg Ave,Dalton,Massachusetts,01226,-73.1730985,42.4745867,Massachusetts,01226,6311
Shire Station Brewing Company,closed,12913 17th Ave,Lemoore,California,93245-9485,-119.7617855,36.28513704,California,93245,6312
Shoreline Brewery,brewpub,208 Wabash St,Michigan City,Indiana,46360-3244,-86.90621968,41.71931311,Indiana,46360,6316
Short Story Brewing,brewpub,5904 Fairmont Rd,Rivesville,West Virginia,26588-8844,-80.119282,39.544687,West Virginia,26588,6318
Short's Brewing Co,brewpub,121 N Bridge St,Bellaire,Michigan,49615-9509,-85.21012429,44.975604,Michigan,49615,6319
Shortway Brewing Company,micro,230 Chatham Street,Newport,North Carolina,28570,-76.85945669,34.78998841,North Carolina,28570,6321
Shrub Steppe Smokehouse Brewery,brewpub,2000 Logston Blvd Ste 122,Richland,Washington,99354-5329,-119.2999357,46.3204119,Washington,99354,6325
"ShuBrew, LLC",brewpub,210 S Main St,Zelienople,Pennsylvania,16063-1150,-80.13635892,40.79285063,Pennsylvania,16063,6326
Sibling Revelry Brewing,micro,29305 Clemens Rd,Westlake,Ohio,44145-1008,-81.94620111,41.47040238,Ohio,44145,6328
Sick N Twisted Brewing Co,brewpub,692 Main St,Deadwood,South Dakota,57732-1124,-103.7310822,44.37732531,South Dakota,57732,6329
Sick N Twisted Brewing Co,brewpub,23851 Highway 385 Ste A,Hill City,South Dakota,57745-6544,-103.5272662,43.94601735,South Dakota,57745,6330
Side Door Brewing Company,micro,1419 SE Village Green Dr,Port Saint Lucie,Florida,34952-3454,-80.3079342,27.30575664,Florida,34952,6332
Side Lot Brewery,micro,110 Slocum Lake Rd,Wauconda,Illinois,60084-1883,-88.14526776,42.26078912,Illinois,60084,6333
Side Project Brewing,micro,7458 Manchester Rd,Maplewood,Missouri,63143-3032,-90.32221146,38.61223484,Missouri,63143,6334
Sidellis Lake Tahoe,brewpub,3350 Sandy Way,South Lake Tahoe,California,96150,-119.9698679,38.94472795,California,96150,6335
Sideswipe Brewing,micro,2419 Scioto Harper Dr,Columbus,Ohio,43204-3420,-83.06626767,39.96723751,Ohio,43204,6336
Sidetrack Brewing Company,micro,413 2nd St SW,Albuquerque,New Mexico,87102-3307,-106.6500567,35.0807893,New Mexico,87102,6337
Sierra Nevada Brewing Co,regional,1075 E 20th St,Chico,California,95928-6722,-121.8098801,39.7257632,California,95928,6339
Sig Brewing Co.,micro,2534 Tacoma ave S.,Tacoma,Washington,98402-,-122.441312,47.237072,Washington,98402,6341
Sigma Brewing Company,micro,3118 Harrisburg Blvd # 108,Houston,Texas,77003-2334,-95.3435901,29.7489938,Texas,77003,6342
Silo's,brewpub,530 Main St,Napa,California,94559-3378,-122.2828832,38.29617,California,94559,6344
Siluria Brewing Company,planning,,Alabaster,Alabama,35007-8501,-86.8163773,33.2442813,Alabama,35007,6345
Silva Brewing,micro,525 Pine St Ste B,Paso Robles,California,93446-3185,-120.6886398,35.62031385,California,93446,6346
Silver City Brewery,regional,206 Katy Penman Ave,Bremerton,Washington,98312-4301,-122.6780101,47.56156065,Washington,98312,6348
Silver Falls Brewery,micro,207 Jersey St,Silverton,Oregon,97381,-122.7821402,45.00421984,Oregon,97381,6350
Silver Gulch Brewing Co,micro,2195 Old Steese Highway,Fox,Alaska,99712,-147.6219761,64.95708588,Alaska,99712,6351
Silver Harbor Brewing Company,brewpub,721 Pleasant St,Saint Joseph,Michigan,49085-1241,-86.48027459,42.10893033,Michigan,49085,6352
Silver Lake Brewing Project,micro,14 Borden Ave,Perry,New York,14530,-78.00159923,42.71795128,New York,14530,6353
Silver Moon Brewing,micro,24 NW Greenwood Ave,Bend,Oregon,97703-2027,-121.3079151,44.0603904,Oregon,97703,6354
Silver Moon Brewing,micro,2095 SW Badger Ave,Redmond,Oregon,97756-8164,-121.192157,44.2375883,Oregon,97756,6355
Silver Peak Restaurant and Brewery,brewpub,124 Wonder St,Reno,Nevada,89502-2424,-119.8060433,39.51395749,Nevada,89502,6356
Silverking Brewing Company,micro,325 E Lemon St,Tarpon Springs,Florida,34689-4309,-82.75325369,28.14509027,Florida,34689,6357
Simplicity Brewing Company,micro,2473 Camden Rd,Warren,Maine,04864-4113,-69.1881349,44.15177662,Maine,04864,6359
Sing Sing Kill Brewery,micro,75 Spring St,Ossining,New York,10562-4706,-73.86373076,41.15860835,New York,10562,6361
"Singin' River Brewing Company, LLC",micro,526 E College St,Florence,Alabama,35630-5764,-87.66892994,34.8016657,Alabama,35630,6362
Single Hill Brewing Company,micro,102 N Naches Ave,Yakima,Washington,98901-2757,-120.5006688,46.6050643,Washington,98901,6363
Single Speed Brewing Co,brewpub,325 Commercial St,Waterloo,Iowa,50701,-92.34249686,42.49709571,Iowa,50701,6364
Single Speed Brewing Co Tap Room,brewpub,325 Commercial St,Waterloo,Iowa,50701-1315,-92.34249686,42.49709571,Iowa,50701,6365
Sinistral Brewing Company,micro,9419 Main St,Manassas,Virginia,20110,-77.471427,38.75099522,Virginia,20110,6367
Siskiyou Brew Works,brewpub,110 Squawvalley Rd,McCloud,California,96057,-122.1357595,41.25073304,California,96057,6369
