name,brewery_type,address_1,city,state_province,postal_code,longitude,latitude,state,zip_code,brewery_id
McMenamins Elks Temple,brewpub,565 Broadway,Tacoma,Washington,98402,-122.442321727,47.251076254,Washington,98402,4581
"McOva Craft Beer Works, LLC",planning,,Castle Rock,Colorado,80104,-104.851258189,39.370248237,Colorado,80104,4604
Mechanistic Brewing,planning,,Clarion,Pennsylvania,16214-2018,-79.370457239,41.20283769,Pennsylvania,16214,4609
Melvin Brewing,regional,624 County Road 101,Alpine,Wyoming,83128-0314,-111.015993439,43.153351565,Wyoming,83128,4615
Memphis Filling Station,planning,,Memphis,Tennessee,38112-4938,-89.976178683,35.14874354,Tennessee,38112,4618
Mesquite River Brewing,micro,"13610 N Scottsdale Rd, Suite 18",Scottsdale,Arizona,85254-4037,-111.955059599,33.618950705,Arizona,85254,4622
MI Brewery / Kayla Rae Cellars,micro,31 Courtland St,Rockford,Michigan,49341-1080,-85.531716837,43.115127226,Michigan,49341,4628
Miami Brewing Co,brewpub,30205 SW 217th Ave,Homestead,Florida,33030-7601,-80.488271243,25.478824648,Florida,33030,4630
Miami Creek Brewing Company,closed,14226 NW County Road 14001,Drexel,Missouri,64742-9733,-94.567723451,38.510478821,Missouri,64742,4631
Mica Town Brewing,micro,25 Brown Dr,Marion,North Carolina,28752-4294,-82.015521868,35.686077398,North Carolina,28752,4632
Michigan Brewing Works,brewpub,3435 Dietz Rd,Williamston,Michigan,48895-9506,-84.300313296,42.688257414,Michigan,48895,4633
Middle Ages Brewing Co Ltd,micro,120 Wilkinson St Ste 3,Syracuse,New York,13204-2490,-76.175711025,43.04605041,New York,13204,4636
Middle James Brewing Company,planning,,Pineville,North Carolina,28134,-80.875853224,35.056889259,North Carolina,28134,4638
Middleton Brewing (MBTX),micro,101 Oakwood Loop,San Marcos,Texas,78666-1762,-97.952473296,29.868931182,Texas,78666,4639
Midnight Brewery,micro,2410 Granite Ridge Rd Ste B,Rockville,Virginia,23146-2234,-77.705056843,37.725976452,Virginia,23146,4642
Midnight Oil Brewing,micro,674 Pencader Dr,Newark,Delaware,19702,-75.703647241,39.640122056,Delaware,19702,4644
Midnight Oil Brewing Company,micro,674 Pencader Dr,Newark,Delaware,19702-3348,-75.703647241,39.640122056,Delaware,19702,4645
Midnight Pig Beer,brewpub,12337 S Route 59 Unit 155,Plainfield,Illinois,60585-4614,-88.264322051,41.646137746,Illinois,60585,4646
Midriver Brewery,planning,,Cold Spring,New York,10516,-73.929883593,41.444673537,New York,10516,4649
Midtown Brewing Co,micro,402 S Washington Sq,Lansing,Michigan,48933-2172,-84.555146886,42.731722208,Michigan,48933,4650
Midwest Hop Producers LLC,planning,,Plattsmouth,Nebraska,68048-7233,-95.912630554,40.985725289,Nebraska,68048,4651
Mighty Miss Brewing Co.,micro,525 S Washington Ave Ste B,Greenville,Mississippi,38701-,-91.051524543,33.382167202,Mississippi,38701,4652
Mikkeller Brewing NYC,brewpub,12001 Roosevelt Ave,Flushing,New York,11368-1653,-73.860622738,40.748101393,New York,11368,4660
Miles Craft Ales @ Miles Wine Cellars,contract,168 Randall Rd,Himrod,New York,14842-9715,-76.939598266,42.595090911,New York,14842,4664
Milford Point Brewing Company,micro,230 Woodmont Rd Ste 29B,Milford,Connecticut,06460,-73.05279582,41.212378308,Connecticut,06460,4665
Milkhouse Brewery at Stillpoint Farm,micro,8253 Dollyhyde Rd,Mount Airy,Maryland,21771-9404,-77.148395024,39.380245998,Maryland,21771,4666
Mill House Brewing Company - Production,micro,,Poughkeepsie,New York,12601,-73.918866607,41.702088833,New York,12601,4671
Mill River Brewing BBQ & Smokehouse,brewpub,10 Beauregard Dr,Saint Albans City,Vermont,05478,-73.104390267,44.803484605,Vermont,05478,4672
Mills River Brewery,brewpub,330 Rockwood Rd Ste 103,Arden,North Carolina,28704-8216,-82.537452996,35.460387087,North Carolina,28704,4684
Mine Shaft Brewing,planning,,Park City,Utah,84098-6724,-111.549373936,40.719368028,Utah,84098,4693
Minocqua Brewing Co,brewpub,238 Lake Shore Dr,Minocqua,Wisconsin,54548-0081,-89.761310647,45.872681793,Wisconsin,54548,4700
Misconduct Brewing,planning,,Carmel,Indiana,46033-9414,-86.088658304,39.968083868,Indiana,46033,4703
Miscreation Brewing Company,brewpub,6 Center Sq,Hanover,Pennsylvania,17331-3001,-76.975774257,39.794155989,Pennsylvania,17331,4704
Mishigama Craft Brewing / Ypsi Alehouse,brewpub,124 Pearl St Ste 100,Ypsilanti,Michigan,48197-5374,-83.638042586,42.226447164,Michigan,48197,4706
Miskatonic Brewing Company,micro,1000 N Frontage Rd Ste C,Darien,Illinois,60561-6448,-87.980874901,41.74842544,Illinois,60561,4707
Missing Falls Brewery,planning,,Akron,Ohio,44311-1079,-81.52171511,41.064332002,Ohio,44311,4709
Missing Links Brewery,brewpub,891 Evans City Rd,Renfrew,Pennsylvania,16053-9209,-79.986277498,40.790853121,Pennsylvania,16053,4710
Mobtown Brewing Co,planning,,Baltimore,Maryland,21224-4716,-76.558089895,39.287712888,Maryland,21224,4722
Mocama Brewing Company,planning,,Fernandina Beach,Florida,32034,-81.46296089,30.623000795,Florida,32034,4724
Moccasin Bend Brewing Co,micro,3210 Broad St # B,Chattanooga,Tennessee,37408-3059,-85.305854974,35.033915743,Tennessee,37408,4725
Modern Methods Brewing Company,micro,125 David Grohl Alley,Warren,Ohio,44481,-80.852405931,41.225681318,Ohio,44481,4729
Modern Romance Brewery,planning,,Durham,North Carolina,27703-5133,-78.828416308,35.961980483,North Carolina,27703,4730
Modicum Brewing,micro,3732 Spooner Ave Ste A,Altoona,Wisconsin,54720-1097,-91.438815401,44.803317035,Wisconsin,54720,4735
Momentum Brewhouse,micro,9786 Bonita Beach Rd SE Ste 1,Bonita Springs,Florida,34135-4666,-81.772004798,26.347399967,Florida,34135,4745
Monadnock Brewing Company LLC,planning,,Langdon,New Hampshire,03602-8604,-72.34661325,43.1436343,New Hampshire,03602,4746
Monkey Wrench Brewing Company LLC,planning,,Snellville,Georgia,30078-6503,-84.020842193,33.866723046,Georgia,30078,4756
Monolitch Brewing Company,micro,4915 North 120th Street,Omaha,Nebraska,68164,-96.106255893,41.294868864,Nebraska,68164,4761
Montana Brewing Co,brewpub,113 N Broadway,Billings,Montana,59101-2043,-108.511779306,45.776086445,Montana,59101,4762
Montclair Brewery,planning,,Montclair,New Jersey,07042-4038,-74.215681692,40.812889464,New Jersey,07042,4765
Montucky Cold Snacks,contract,123 W Lewis St,Livingston,Montana,59047-3010,-110.562462823,45.648632375,Montana,59047,4769
Monument City Brewing Co,micro,1 N Haven St Ste A,Baltimore,Maryland,21224-1614,-76.558089895,39.287712888,Maryland,21224,4770
Monzula Farm Brewery / Vineyard 22,micro,83800 Monzula Rd,Cadiz,Ohio,43907,-81.018371283,40.263343075,Ohio,43907,4771
Moonlight Meadery/Hidden Moon Brewing,contract,23 Londonderry Rd Unit 17,Londonderry,New Hampshire,03053-3314,-71.380217881,42.867839412,New Hampshire,03053,4778
Morgan Ridge Vineyards & Brewhouse,brewpub,486 John Morgan Rd,Gold Hill,North Carolina,28071-9758,-80.32479357,35.509609426,North Carolina,28071,4789
Moriches Field Brewing Company,planning,,Center Moriches,New York,11934-2600,-72.796776077,40.801309149,New York,11934,4793
Mosaic Brewing,planning,,Lancaster,Ohio,43130-4308,-82.601191269,39.717991356,Ohio,43130,4795
Moss Mill Brewing,micro,109 Pike Cir Ste D,Huntingdon Valley,Pennsylvania,19006-1630,-75.065559281,40.125695692,Pennsylvania,19006,4797
Mother Earth Brewing,regional,311 N Herritage St,Kinston,North Carolina,28501-4823,-77.561451386,35.269916561,North Carolina,28501,4801
Mother Road Brewery and Taproom,micro,1300 East Butler Ave Ste 200,Flagstaff,Arizona,86001,-111.65652457,35.19631999,Arizona,86001,4802
Mount Dora Brewing Co,micro,405 S Highland St,Mount Dora,Florida,32757-6101,-81.648479208,28.804231625,Florida,32757,4812
Mount Gretna Craft Brewery,micro,2701 Horseshoe Pike,Palmyra,Pennsylvania,17078-8949,-76.586305921,40.301083432,Pennsylvania,17078,4813
Moustache Brewing Co,micro,400 Hallett Ave Ste A,Riverhead,New York,11901-3076,-72.653181673,40.934822822,New York,11901,4830
MT Head Brewing Co,closed,27307 159th Ave E,Graham,Washington,98338-5608,-122.350051846,47.005558175,Washington,98338,4834
Mt Index Brewery,closed,49315 State Road 2 Ste B,index,Washington,98256,-121.52693875,47.83373835,Washington,98256,4835
Mt. Carmel Brewing Co,micro,4362 Mount Carmel Tobasco Rd,Cincinnati,Ohio,45244-2338,-84.325876879,39.110904751,Ohio,45244,4838
Mudbug Brewery,micro,1878 LA Hwy 3185,Thibodaux,Louisiana,70302-1077,-83.4226396,10.1072706,Louisiana,70302,4842
Mully's Brewery,micro,141 Schooner Ln Ste 15,Prince Frederick,Maryland,20678-3482,-76.566414707,38.54233409,Maryland,20678,4848
Mustang Sally Brewing Co,micro,14140 Parke Long Ct # A-C,Chantilly,Virginia,20151-4009,-77.429270549,38.883894022,Virginia,20151,4854
MyGrain Brewing Company,brewpub,50 E Jefferson St Ste 106,Joliet,Illinois,60432-4299,-88.066169369,41.530395875,Illinois,60432,4855
"Nacogdoches Brewing Company, Inc.",planning,,Nacogdoches,Texas,75964-8327,-94.681440738,31.597429753,Texas,75964,4859
Nailers Brewing Company,brewpub,6001 N US Highway 31,Whiteland,Indiana,46184,-86.088414115,39.561425869,Indiana,46184,4860
Naked Brewing Co,micro,51 Buck Rd,Huntingdon Valley,Pennsylvania,19006-1501,-75.065559281,40.125695692,Pennsylvania,19006,4861
Naked Dove Brewing Company,micro,4048 State Route 5 and 20,Canandaigua,New York,14424-9591,-77.291137735,42.864130966,New York,14424,4863
Nano 108 Brewing Co,micro,2402 Waynoka Rd,Colorado Springs,Colorado,80915-1612,-104.733815965,38.855219353,Colorado,80915,4865
Naples Beach Brewery,micro,4110 Enterprise Ave Ste 217,Naples,Florida,34104-7084,-81.74288031,26.15301813,Florida,34104,4871
Narrow Path Brewing Company,micro,106 Karl Brown Way,Loveland,Ohio,45140-2902,-84.277116286,39.263570766,Ohio,45140,4875
National Beer Museum Development Group,planning,,Pittsburgh,Pennsylvania,15212,-80.008390966,40.467289577,Pennsylvania,15212,4879
National Brewing Company,contract,28102 Baileys Neck Rd,Easton,Maryland,21601-8520,-76.088844086,38.77656982,Maryland,21601,4880
NAZZ'D Brew Works and Pub,planning,,Pittsboro,North Carolina,27312,-79.168929367,35.765330246,North Carolina,27312,4888
NC State Brewery,micro,400 Dan Allen Drive Campus Box 7624,Raleigh,North Carolina,27695-0001,-78.673856839,35.783254991,North Carolina,27695,4889
Nebraska Brewing Co - Papillion,closed,7474 Towne Center Pkwy Ste 101 Shadow Lake Towne Center,Papillion,Nebraska,68046-4805,-96.048088749,41.151860883,Nebraska,68046,4891
Neon Groundhog Brewery - Majestic Oak Winery,micro,13554 Mohler Rd,Grand Rapids,Ohio,43522-9648,-83.850686621,41.418847244,Ohio,43522,4893
Nepenthe Homebrew & Brewery,planning,,Baltimore,Maryland,21211-1900,-76.63349073,39.330951999,Maryland,21211,4894
"Neptunes Brewery, LLC",micro,119 N L St,Livingston,Montana,59047-2819,-110.562462823,45.648632375,Montana,59047,4895
Nevadan Brewing Company,planning,,Las Vegas,Nevada,89139-5939,-115.221378377,36.120728358,Nevada,89139,4899
New Albanian Brewing Co,brewpub,3312 Plaza Dr,New Albany,Indiana,47150-2478,-85.820533823,38.308111903,Indiana,47150,4902
New Barons Brewing Cooperative,planning,,Milwaukee,Wisconsin,53202-2821,-87.899042142,43.048893554,Wisconsin,53202,4906
New Belgium - The Woods At The Source,planning,,Denver,Colorado,80216-5021,-104.9819092,39.779834873,Colorado,80216,4907
New Braunfels Brewing,micro,180 W Mill St Ste 100,New Braunfels,Texas,78130-5058,-98.117496435,29.694284297,Texas,78130,4912
New Bremen Brewing Company,planning,,New Bremen,Ohio,45869-1328,-84.384164648,40.440678461,Ohio,45869,4913
New City Brewery,micro,180 Pleasant St Ste 2,Easthampton,Massachusetts,01027-1297,-72.734012711,42.302961856,Massachusetts,01027,4914
New Corner Brewing Company,micro,1900 W Mt Pleasant Blvd Ste G,Muncie,Indiana,47302-9566,-85.37932884,40.169948822,Indiana,47302,4915
New Glarus Brewing Co - Riverside,micro,2400 State Hwy 69,New Glarus,Wisconsin,53574,-89.640041672,42.817927574,Wisconsin,53574,4921
New Holland Brewing,planning,,Battle Creek,Michigan,49017,-85.201738663,42.353203617,Michigan,49017,4926
New Holland Brewing Co - Production Facility,regional,690 Commerce Ct,Holland,Michigan,49424-2913,-86.134912821,42.814192403,Michigan,49424,4928
New Magnolia Brewing Co,micro,1616 Bevis St,Houston,Texas,77008,-95.418978189,29.797773912,Texas,77008,4931
New Mexico State University Department Of Chemical,planning,,Las Cruces,New Mexico,88003,-106.743054964,32.274600032,New Mexico,88003,4932
New Paltz Brewing Company,micro,7174 Route 209,Wawarsing,New York,12489,-74.354029782,41.756382018,New York,12489,4935
New Planet Beer Co,contract,3980 Broadway St Ste 103 # 116,Boulder,Colorado,80304-1161,-105.282777279,40.049008394,Colorado,80304,4936
New Realm Brewing,brewpub,550 Somerset Ter NE Unit 101,Atlanta,Georgia,30306-4317,-84.355648148,33.786397786,Georgia,30306,4938
New Realm Brewing,planning,,Charlotte,North Carolina,28203,-80.85162754,35.20717138,North Carolina,28203,4939
New Realm Brewing,planning,,Virginia Beach,Virginia,23454,-76.023805019,36.829266479,Virginia,23454,4940
New Republic Brewing,micro,11405 N Dowling Rd Ste C,College Station,Texas,77845-8500,-96.28996394,30.572144153,Texas,77845,4941
New River Brewing,micro,9211 NC Hwy 194 N Unit A,Lansing,North Carolina,28643,-81.517673247,36.520082256,North Carolina,28643,4942
New Trail Brewing Company,micro,240 Arch St Bldg 18,Williamsport,Pennsylvania,17701-7810,-76.992268812,41.263432569,Pennsylvania,17701,4947
Next Trick Brewing LLC,brewpub,2370 US Route 5,West Burke,Vermont,05871-,-71.964032701,44.701576418,Vermont,05871,4957
Nexus Brewery,brewpub,4730 Pan American Fwy NE Ste D,Albuquerque,New Mexico,87109-2204,-106.575878137,35.143284584,New Mexico,87109,4958
Night Shift Brewing,planning,,Boston,Massachusetts,02114,-71.066632569,42.36066108,Massachusetts,02114,4961
Nimble Hill Brewing Co,micro,3971 SR 6,Tunkhannock,Pennsylvania,18657,-75.95113499,41.535852142,Pennsylvania,18657,4965
Nivol Brewing,micro,483 N Richard Jackson Blvd,Panama City Beach,Florida,32407-3647,-85.807548324,30.191782377,Florida,32407,4972
NLand Brewing Company,micro,4836 Hwy 71 E,del Valle,Texas,78617-3217,-97.609363865,30.160731829,Texas,78617,4973
No Label Brewing Co,micro,5351-A 1st St,Katy,Texas,77493-2506,-95.817343949,29.808840835,Texas,77493,4977
No Worries Brewing Company,micro,2520 State St,Hamden,Connecticut,06517-3004,-72.90989908,41.349504526,Connecticut,06517,4978
Noble Shepherd Craft Brewery,micro,7853 State Route 20a,Bloomfield,New York,14469-9659,-77.454044405,42.882807342,New York,14469,4986
Noble Stein Brewing Co.,micro,1170-G Wayne Avenue,Indiana,Pennsylvania,15701,-79.162166867,40.625977244,Pennsylvania,15701,4987
NOBO Brewing Company,micro,2901 Commerce Park Dr,Boynton Beach,Florida,33426-8728,-80.085966143,26.548023805,Florida,33426,4988
Nonesuch River Brewing,brewpub,201 Gorham Rd,Scarborough,Maine,04074-8970,-70.349246698,43.584462448,Maine,04074,4995
Noon Whistle Brewing Company,micro,800 E Roosevelt Rd Ste 3,Lombard,Illinois,60148-4765,-88.011035848,41.862143768,Illinois,60148,4996
North By Northwest Restaurant and Brewery - North Capital,brewpub,10010 N Capital of Texas Hwy,Austin,Texas,78759-5837,-97.755894104,30.397224191,Texas,78759,5003
North By Northwest Restaurant and Brewery - Slaughter,brewpub,5701 W Slaughter Ln Bld D,Austin,Texas,78759-5837,-97.755894104,30.397224191,Texas,78759,5004
North Country Canning Co,micro,111 Arrowhead Dr Ste B,Slippery Rock,Pennsylvania,16057-2667,-80.048307696,41.049708276,Pennsylvania,16057,5009
North Fork Brewing Company,planning,,Riverhead,New York,11901-4615,-72.653181673,40.934822822,New York,11901,5012
North River Hops And Brewing,micro,1571 Route 9,Wappingers Falls,New York,12590-2827,-73.895358722,41.588590541,New York,12590,5022
Northern Harvest Brewing Company,planning,,Moriah,New York,12960-2306,-73.505303153,44.039892235,New York,12960,5027
Northern Outer Banks Brewing Company,micro,520 Old Stoney Rd,Corolla,North Carolina,27927,-75.820263462,36.348207057,North Carolina,27927,5030
Northish Beer Company,micro,,Tacoma,Washington,98444,-122.439073964,47.145230124,Washington,98444,5033
Northville Winery and Brewery,micro,630 Old Baseline Rd,Northville,Michigan,48167,-83.538475633,42.431604747,Michigan,48167,5035
Northwest Passage Craft Brewery,micro,,Vancouver,Washington,98661,-122.624552715,45.645942624,Washington,98661,5037
Northwoods Brewing Co,planning,,Northwood,New Hampshire,03261,-71.216188743,43.214261374,New Hampshire,03261,5040
Nosdunk Brewing Company,closed,,Walla Walla,Washington,99362-9311,-118.317855449,46.06480625,Washington,99362,5044
Nostrum Brewing,planning,,Alexandria,Virginia,22303-2214,-77.081311098,38.792148736,Virginia,22303,5045
Nowhere In Particular Brewing Company,proprietor,6826 Loop Rd,Dayton,Ohio,45459-2159,-84.16563886,39.64643255,Ohio,45459,5052
Nuts and Bolts Brewing,micro,10 Westpoint Ln Bldg 10 Ste 204,Biddeford,Maine,04005,-70.462385263,43.482444207,Maine,04005,5056
O.H.S.O. Brewery,brewpub,10810 N Tatum Blvd Ste 126,Phoenix,Arizona,85028-6057,-112.010097326,33.584134628,Arizona,85028,5057
O'Dempsey's Brewing Co,contract,"205 Grosvenor Place, Nw",Atlanta,Georgia,30328,-84.383105492,33.933548107,Georgia,30328,5061
O'Neil & Sons Brewing Company,micro,502 Half League Rd Unit A,Port Lavaca,Texas,77979-,-96.622339676,28.618205725,Texas,77979,5065
Oak and Dagger Public House,brewpub,18 Seaboard Ave Ste 150,Raleigh,North Carolina,27604-8010,-78.585106652,35.818041413,North Carolina,27604,5068
Oak Cliff Brewing Co,planning,,Dallas,Texas,75224-1305,-96.837909476,32.711680418,Texas,75224,5069
Oak Creek Brewery & Grill,brewpub,336 State Route 179 Ste D201,Sedona,Arizona,86336-6183,-111.785776717,34.86006376,Arizona,86336,5070
Oak Creek Brewing Co,brewpub,2050 Yavapai Dr Ste 2C,Sedona,Arizona,86336-4559,-111.785776717,34.86006376,Arizona,86336,5071
Oak Highlands Brewery,micro,10484 Brockwood Rd,Dallas,Texas,75238-1640,-96.752785551,32.875171836,Texas,75238,5073
Oak Pond Brewing Co,micro,101 Oak Pond Rd,Skowhegan,Maine,04976-4602,-69.69876922,44.780009976,Maine,04976,5077
Oak Road Brewery,micro,108 E 3rd North St Ste C,Summerville,South Carolina,29483-6810,-80.183498052,33.036647792,South Carolina,29483,5078
Oaken Barrel Brewing Co,brewpub,50 Airport Pkwy Ste L,Greenwood,Indiana,46143-1438,-86.132142762,39.597354714,Indiana,46143,5080
Oakenbrau,planning,,Milwaukie,Oregon,97267-3838,-122.613445599,45.40797628,Oregon,97267,5081
Oaklyn Springs Brewery,planning,,Fuquay Varina,North Carolina,27526-5499,-78.783727164,35.590731828,North Carolina,27526,5083
Oasis Brewery,micro,3257 N Lowell Blvd,Denver,Colorado,80211,-105.020320546,39.766655864,Colorado,80211,5085
Obscurity,planning,,Elburn,Illinois,60119-7012,-88.458499161,41.885181455,Illinois,60119,5092
Ocean View Community Brewing Co.,planning,,Norfolk,Virginia,23503-4838,-76.250527892,36.94257053,Virginia,23503,5098
Ocelot Brewing Co,micro,23600 Overland Dr Ste 180,Dulles,Virginia,20166-4441,-77.453605518,38.986809499,Virginia,20166,5101
Oconee Brewing Company,micro,202 N West St,Greensboro,Georgia,30642-1124,-83.199942641,33.525647824,Georgia,30642,5104
Odd Alewives Farm Brewery,micro,99 Old Rte One,Waldoboro,Maine,04572,-69.375136684,44.101989608,Maine,04572,5107
Odd Side Ales,micro,41 Washington Ave Ste 160,Grand Haven,Michigan,49417-1392,-86.1770093,43.029294972,Michigan,49417,5111
Odd13 Production Facility,micro,505 Stacy Ct Ste D,Lafayette,Colorado,80026,-105.106056954,39.995954329,Colorado,80026,5114
OddPitch Brewing Co.,planning,,Missoula,Montana,59801-4473,-114.013226589,46.857177081,Montana,59801,5116
Oddstory Brewing Co,micro,336 E Mlk,Chattanooga,Tennessee,37403-4121,-85.298854424,35.045072838,Tennessee,37403,5117
Oddwood Ales,brewpub,3108 Manor Rd,Austin,Texas,78723-5719,-97.691987337,30.301328648,Texas,78723,5118
Odyssey Beerwerks,micro,5535 W 56th Ave Ste 107,Arvada,Colorado,80002-2806,-105.08101653,39.794941922,Colorado,80002,5122
OEC Brewing,micro,7 Fox Hollow Rd,Oxford,Connecticut,06478-3162,-73.132629124,41.425727621,Connecticut,06478,5123
Off Main Brewing,planning,,Davidson,North Carolina,28036-6945,-80.807271564,35.504862102,North Carolina,28036,5126
Off The Cuff Brewing Company,planning,,West Brookfield,Massachusetts,01585-6023,-72.149608038,42.228830323,Massachusetts,01585,5128
Ogres Brewing,micro,7693 Cultus Bay Rd Ste 1,Clinton,Washington,98236-9432,-122.383794258,47.975400663,Washington,98236,5139
Ol' Shed Brewing Company,planning,,Mathis,Texas,78368-1738,-97.83217152,28.070992292,Texas,78368,5147
Old 690 Brewing Co,brewpub,15670 Ashbury Church Rd,Purcellville,Virginia,20132-2817,-77.714000834,39.151948009,Virginia,20132,5150
Old Bust Head Brewing Co.,micro,7134 Lineweaver Rd,Warrenton,Virginia,20187-3949,-77.738660372,38.735933453,Virginia,20187,5157
Old Coast Ales,micro,300 Anastasia Blvd Ste C,Saint Augustine,Florida,32080-4759,-81.274903829,29.836096986,Florida,32080,5158
Old Colony Brewing,micro,605 Bedford St Unit 1,Whitman,Massachusetts,02382-2088,-70.93076015,42.079249188,Massachusetts,02382,5159
Old Colorado Brewing Co,micro,8121 First St.,Wellington,Colorado,80549,-105.002153976,40.708673471,Colorado,80549,5160
Old Detroit Brewing Co,planning,,Bloomfield Hills,Michigan,48304-3817,-83.237021837,42.580481014,Michigan,48304,5162
Old Forge Brewing Co,micro,401 Railroad St Ste 104,Danville,Pennsylvania,17821-1593,-76.618161236,40.973905811,Pennsylvania,17821,5166
Old House Vineyards,micro,18351 Corkys Ln,Culpeper,Virginia,22701,-78.013205273,38.468166112,Virginia,22701,5170
Old Ivy Brewery and Taproom,brewpub,108 W Evergreen Blvd Ste A,Vancouver,Washington,98660-3124,-122.679512838,45.642078315,Washington,98660,5172
Old Klaverack Brewery,micro,150 Thielman Rd,Hudson,New York,12534-3716,-73.76163457,42.243185058,New York,12534,5174
Old Mill Craft Beer,micro,2376 State Route 850,Bidwell,Ohio,45614-9590,-82.283938436,38.912055577,Ohio,45614,5180
Old Soul Brewing,micro,10970 S Cleveland Ave Ste 402,Fort Myers,Florida,33907-2315,-81.873657733,26.57409563,Florida,33907,5188
Old Stove Brewing Company,brewpub,1916 Pike Pl Ste 12 # 420,Seattle,Washington,98101-1056,-122.3362086,47.610765568,Washington,98101,5191
Old Town Abbey Ales,proprietor,125 S Jefferson St Unit 2709,Chicago,Illinois,60661-3731,-87.647777877,41.886878348,Illinois,60661,5193
Olde Hickory Brewery & Amos Howards,brewpub,2828 US Highway 70 SW,Hickory,North Carolina,28602-4645,-81.362024996,35.699132424,North Carolina,28602,5200
Ole Dallas Brewery,micro,,Dallas,North Carolina,28034-9793,-81.181319256,35.338206741,North Carolina,28034,5205
Oliphant Brewing,micro,350 Main St Ste 2,Somerset,Wisconsin,54025-9108,-92.671139302,45.131033227,Wisconsin,54025,5208
Olvalde Farm & Brewing,micro,16557 County Road 25,Rollingstone,Minnesota,55969-4046,-91.820425865,44.099098865,Minnesota,55969,5211
Omaha Brewing Company,micro,265 Brew St,Omaha,Georgia,31821-2258,-85.0221714,32.1175936,Georgia,31821,5212
Ombibulous Brewing Company,planning,,Fall Creek,Wisconsin,54742-4965,-91.283228479,44.760133081,Wisconsin,54742,5213
On The Fly Brewing Company,planning,,Sunbury,Ohio,43074-9022,-82.857262712,40.263973583,Ohio,43074,5217
One Allegiance Brewing,planning,,Chicago Ridge,Illinois,60415-1347,-87.772759855,41.702972862,Illinois,60415,5219
One Brewing / Harmony Meadows Center,closed,4848 Green Ave Ste B,Manson,Washington,98831-9404,-120.15285334,47.896133096,Washington,98831,5221
One Eye Open Brewing Company,micro,41 Fox Street Shed A,Portland,Maine,04101-2538,-70.257316852,43.660781646,Maine,04101,5222
One Love Brewery,brewpub,25 S Mountain Rd,Lincoln,New Hampshire,03251-4268,-71.656021153,44.050358103,New Hampshire,03251,5225
One Trick Pony Brewery,micro,17845 Chappel Ave # 17851,Lansing,Illinois,60438-4525,-87.547189789,41.567773694,Illinois,60438,5226
One Well Brewing,planning,,Kalamazoo,Michigan,49001-5264,-85.565650042,42.272166221,Michigan,49001,5227
One World Brewing,micro,10 Patton Ave Ste 002,Asheville,North Carolina,28801-3302,-82.555151385,35.595062487,North Carolina,28801,5229
Ookapow Brewing Company,micro,"1142 Old Okeechobee Road, Bay 13",West Palm Beach,Florida,33401,-80.066762939,26.715030427,Florida,33401,5234
Open Door Brewing Company,contract,2030 Ionosphere St Unit G,Longmont,Colorado,80504-8459,-104.962535641,40.154274134,Colorado,80504,5236
Opocofi Brewing Company,planning,,Franklin,Indiana,46131-8901,-86.055233207,39.484885707,Indiana,46131,5239
Optimism Brewing Company,micro,1158 Broadway,Seattle,Washington,98122-3822,-122.303635445,47.610827529,Washington,98122,5241
Orange Blossom Brewing Company,proprietor,44 W Illiana St Ste 102,Orlando,Florida,32806-4439,-81.368130122,28.514775636,Florida,32806,5243
Orange County Brewers,brewpub,131 N Orange Ave Ste 106,Orlando,Florida,32801-2385,-81.378422818,28.543606251,Florida,32801,5245
Orchid Island Brewery,micro,2855 Ocean Dr Ste C1,Vero Beach,Florida,32963-2038,-80.365159394,27.664913713,Florida,32963,5246
Orf Brewing,micro,4700 Burleson Rd Ste F,Austin,Texas,78744-1230,-97.740825429,30.184503867,Texas,78744,5251
Ormond Brewing,micro,301 Division Ave Unit 15,Ormond Beach,Florida,32174-8812,-81.103544455,29.29229109,Florida,32174,5257
Orono Brewing Brewery & Draught Room,planning,,Orono,Maine,04473,-68.689328499,44.886178689,Maine,04473,5260
Oskar Blues Brewery & Tasty Weasel Tap Room,regional,1800 Pike Rd Unit B,Longmont,Colorado,80501-6794,-105.106413721,40.170633272,Colorado,80501,5268
Oswego Brewing Company,micro,61 Main St,Oswego,Illinois,60543-8592,-88.335402896,41.687200535,Illinois,60543,5271
Out.Haus Ales,micro,442 1st Nh Tpke Unit 2,Northwood,New Hampshire,03261-3445,-71.216188743,43.214261374,New Hampshire,03261,5282
Outer Light Brewing Company,micro,266 Bridge St Ste 1,Groton,Connecticut,06340-3739,-72.048079839,41.345460184,Connecticut,06340,5285
"Outer Limits Brewing, LLC",planning,,Proctorsville,Vermont,05153-9518,-72.625691647,43.413571092,Vermont,05153,5286
Outerbelt Brewing Company,planning,,Carroll,Ohio,43112,-82.693972566,39.792164253,Ohio,43112,5289
Outland Brewing Company,planning,,Salem,New Hampshire,03079-1867,-71.218260703,42.788224539,New Hampshire,03079,5290
Outland Farm Brewery,planning,,Pittsfield,Maine,04967-5811,-69.404715926,44.785172906,Maine,04967,5291
Outlaw Cigar / Gunslinger Saloon Brewing,planning,,Kansas City,Missouri,64151-2026,-94.630452581,39.215730231,Missouri,64151,5294
Outstate Brewing Company LLC,planning,,Fergus Falls,Minnesota,56537,-96.087211597,46.281793683,Minnesota,56537,5297
